Incident_ID,Category,Priority,Department,Location,Ticket_Date,Resolved_Date,Resolution_Time_Hours,Status,Resolution_Type,Platform,SLA_Target_Hours,SLA_Breached_Flag
INC100196,Network Outage,High,Database Admin,Data Center B,10/2/24 12:00,10/4/24 19:00,55,Resolved,Security Mitigation,SharePoint,24,Yes
INC100197,Database Failure,Low,Database Admin,Head Office,1/10/24 21:00,1/11/24 21:00,24,Resolved,Configuration Fix,Teams,16,Yes
INC100198,Security Breach,High,Security Team,Data Center A,3/2/24 22:00,3/3/24 17:00,19,Resolved,Security Mitigation,Teams,48,Yes
INC100199,Application Bug,Low,Network Team,Data Center A,2/1/24 7:00,2/4/24 3:00,68,Closed,Patch Applied,SharePoint,16,No
INC100200,Application Bug,Critical,DevOps,Head Office,2/23/24 17:00,2/25/24 17:00,48,Resolved,Configuration Fix,SharePoint,48,Yes
INC100201,Security Breach,Low,IT Support,Data Center B,2/23/24 17:00,2/24/24 0:00,7,Resolved,Reboot,SharePoint,12,No
INC100202,Security Breach,Critical,DevOps,Remote Site 1,7/26/24 5:00,7/28/24 14:00,57,Resolved,Hardware Replacement,Teams,48,No
INC100203,Security Breach,Medium,Database Admin,Data Center A,4/27/24 19:00,4/30/24 3:00,56,Resolved,Reboot,SharePoint,12,Yes
INC100204,Security Breach,Critical,Database Admin,Head Office,1/16/24 12:00,1/17/24 17:00,29,Resolved,Hardware Replacement,Teams,24,Yes
INC100205,Database Failure,Low,IT Support,Data Center B,4/12/24 21:00,4/14/24 1:00,28,Resolved,Patch Applied,SharePoint,12,Yes
INC100206,Security Breach,High,Security Team,Data Center A,1/3/24 15:00,1/6/24 7:00,64,Closed,Hardware Replacement,Teams,48,Yes
INC100207,Server Crash,Medium,DevOps,Remote Site 2,8/28/24 4:00,8/29/24 10:00,30,Resolved,Security Mitigation,SharePoint,16,Yes
INC100208,Database Failure,High,IT Support,Remote Site 1,10/21/24 3:00,10/21/24 9:00,6,Resolved,Hardware Replacement,Teams,24,Yes
INC100209,Network Outage,Critical,IT Support,Head Office,7/15/24 12:00,7/17/24 19:00,55,Resolved,Security Mitigation,SharePoint,16,No
INC100210,Application Bug,Critical,Security Team,Data Center A,5/18/24 6:00,5/18/24 9:00,3,Resolved,Configuration Fix,Teams,12,Yes
INC100211,Server Crash,Critical,Security Team,Data Center A,5/29/24 1:00,5/29/24 15:00,14,Resolved,Patch Applied,Teams,12,No
INC100212,Application Bug,Critical,Database Admin,Data Center A,5/15/24 2:00,5/16/24 18:00,40,Resolved,Configuration Fix,Teams,12,Yes
INC100213,Server Crash,High,Network Team,Data Center A,6/23/24 5:00,6/23/24 20:00,15,Resolved,Security Mitigation,Teams,12,Yes
INC100214,Database Failure,Medium,Security Team,Head Office,9/5/24 6:00,9/6/24 1:00,19,Resolved,Patch Applied,Teams,16,Yes
INC100215,Network Outage,Medium,Security Team,Data Center B,2/29/24 5:00,3/1/24 1:00,20,Resolved,Reboot,SharePoint,24,Yes
INC100216,Server Crash,Critical,DevOps,Remote Site 2,9/16/24 8:00,9/18/24 18:00,58,Resolved,Security Mitigation,SharePoint,24,No
INC100217,Database Failure,High,Security Team,Data Center B,5/30/24 2:00,5/30/24 11:00,9,Resolved,Hardware Replacement,Teams,12,Yes
INC100218,Application Bug,High,Security Team,Remote Site 2,1/20/24 4:00,1/22/24 2:00,46,Resolved,Security Mitigation,SharePoint,16,No
INC100219,Network Outage,High,DevOps,Remote Site 1,1/13/24 20:00,1/14/24 4:00,8,Resolved,Configuration Fix,Teams,16,Yes
INC100220,Security Breach,Low,IT Support,Remote Site 2,7/21/24 18:00,7/24/24 11:00,65,Closed,Hardware Replacement,Teams,16,No
INC100221,Application Bug,Low,DevOps,Remote Site 2,8/10/24 11:00,8/11/24 12:00,25,Resolved,Configuration Fix,SharePoint,48,Yes
INC100222,Database Failure,Critical,Database Admin,Data Center B,11/22/24 21:00,11/23/24 5:00,8,Resolved,Hardware Replacement,SharePoint,48,No
INC100223,Network Outage,High,IT Support,Remote Site 2,8/8/24 13:00,8/9/24 12:00,23,Resolved,Reboot,SharePoint,12,No
INC100224,Server Crash,Critical,DevOps,Remote Site 2,6/27/24 10:00,6/28/24 7:00,21,Resolved,Configuration Fix,Teams,16,Yes
INC100225,Security Breach,High,DevOps,Remote Site 1,9/21/24 8:00,9/23/24 4:00,44,Resolved,Security Mitigation,Teams,12,Yes
INC100226,Network Outage,High,IT Support,Head Office,2/2/24 6:00,2/5/24 6:00,72,Closed,Hardware Replacement,Teams,16,Yes
INC100227,Security Breach,High,Database Admin,Data Center B,4/23/24 18:00,4/24/24 5:00,11,Resolved,Security Mitigation,Teams,16,Yes
INC100228,Server Crash,High,Security Team,Remote Site 1,2/14/24 0:00,2/14/24 11:00,11,Resolved,Configuration Fix,Teams,16,No
INC100229,Database Failure,Critical,Security Team,Data Center B,8/16/24 17:00,8/19/24 13:00,68,Closed,Reboot,SharePoint,16,No
INC100230,Application Bug,High,IT Support,Head Office,4/15/24 10:00,4/16/24 10:00,24,Resolved,Patch Applied,Teams,12,Yes
INC100231,Security Breach,Critical,Network Team,Data Center B,2/16/24 22:00,2/17/24 18:00,20,Resolved,Reboot,SharePoint,16,Yes
INC100232,Security Breach,Low,Database Admin,Remote Site 2,10/12/24 1:00,10/14/24 21:00,68,Closed,Reboot,Teams,12,Yes
INC100233,Security Breach,Medium,Database Admin,Remote Site 1,2/22/24 15:00,2/23/24 12:00,21,Resolved,Patch Applied,SharePoint,48,Yes
INC100234,Database Failure,Medium,DevOps,Data Center A,5/20/24 5:00,5/22/24 4:00,47,Resolved,Patch Applied,Teams,24,No
INC100235,Application Bug,High,DevOps,Data Center B,7/1/24 6:00,7/2/24 13:00,31,Resolved,Configuration Fix,Teams,24,Yes
INC100236,Application Bug,Medium,Security Team,Remote Site 2,5/30/24 9:00,6/1/24 21:00,60,Closed,Configuration Fix,Teams,16,Yes
INC100237,Application Bug,Critical,Network Team,Data Center B,9/30/24 11:00,10/1/24 5:00,18,Resolved,Configuration Fix,Teams,24,Yes
INC100238,Network Outage,Critical,Security Team,Remote Site 2,11/14/24 21:00,11/15/24 11:00,14,Resolved,Security Mitigation,SharePoint,12,No
INC100239,Network Outage,High,IT Support,Data Center B,4/3/24 2:00,4/5/24 12:00,58,Resolved,Security Mitigation,SharePoint,12,Yes
INC100240,Server Crash,Critical,IT Support,Data Center B,10/5/24 18:00,10/8/24 4:00,58,Resolved,Configuration Fix,SharePoint,16,Yes
INC100241,Network Outage,Critical,IT Support,Remote Site 1,6/20/24 8:00,6/22/24 8:00,48,Resolved,Patch Applied,Teams,12,Yes
INC100242,Application Bug,Low,Security Team,Data Center B,1/10/24 14:00,1/12/24 7:00,41,Resolved,Reboot,Teams,12,Yes
INC100243,Security Breach,Medium,Network Team,Data Center A,4/7/24 22:00,4/10/24 11:00,61,Closed,Patch Applied,SharePoint,48,Yes
INC100244,Application Bug,Critical,Database Admin,Data Center A,11/5/24 4:00,11/5/24 15:00,11,Resolved,Reboot,SharePoint,24,Yes
INC100245,Security Breach,Medium,Network Team,Remote Site 2,11/16/24 22:00,11/19/24 18:00,68,Closed,Hardware Replacement,Teams,12,No
INC100246,Network Outage,High,Network Team,Head Office,2/11/24 14:00,2/11/24 21:00,7,Resolved,Patch Applied,Teams,24,Yes
INC100247,Application Bug,Critical,IT Support,Data Center A,10/12/24 14:00,10/15/24 6:00,64,Closed,Security Mitigation,Teams,16,No
INC100248,Database Failure,Low,Database Admin,Remote Site 2,3/23/24 13:00,3/24/24 8:00,19,Resolved,Configuration Fix,SharePoint,12,Yes
INC100249,Application Bug,Low,Database Admin,Head Office,3/23/24 2:00,3/25/24 8:00,54,Resolved,Patch Applied,Teams,48,Yes
INC100250,Network Outage,High,IT Support,Remote Site 2,7/4/24 17:00,7/7/24 10:00,65,Closed,Security Mitigation,SharePoint,48,Yes
INC100251,Database Failure,Low,DevOps,Remote Site 1,1/15/24 20:00,1/17/24 22:00,50,Resolved,Configuration Fix,Teams,16,Yes
INC100252,Security Breach,Low,Security Team,Data Center A,4/27/24 16:00,4/28/24 23:00,31,Resolved,Reboot,SharePoint,48,Yes
INC100253,Database Failure,High,Network Team,Data Center A,4/30/24 6:00,5/3/24 4:00,70,Closed,Configuration Fix,SharePoint,48,No
INC100254,Server Crash,Critical,DevOps,Data Center B,10/3/24 23:00,10/4/24 17:00,18,Resolved,Reboot,Teams,16,Yes
INC100255,Application Bug,Low,Security Team,Data Center B,1/15/24 22:00,1/17/24 0:00,26,Resolved,Reboot,SharePoint,12,Yes
INC100256,Security Breach,High,Database Admin,Remote Site 1,10/5/24 7:00,10/8/24 5:00,70,Closed,Hardware Replacement,Teams,48,Yes
INC100257,Security Breach,Low,Network Team,Head Office,5/1/24 20:00,5/2/24 3:00,7,Resolved,Configuration Fix,SharePoint,16,Yes
INC100258,Security Breach,Low,Security Team,Remote Site 1,10/30/24 14:00,11/1/24 18:00,52,Resolved,Hardware Replacement,SharePoint,48,No
INC100259,Application Bug,High,Network Team,Remote Site 1,8/24/24 5:00,8/26/24 21:00,64,Closed,Configuration Fix,SharePoint,48,Yes
INC100260,Database Failure,High,IT Support,Remote Site 1,1/27/24 22:00,1/30/24 6:00,56,Resolved,Security Mitigation,Teams,16,Yes
INC100261,Server Crash,High,Security Team,Data Center A,1/28/24 7:00,1/30/24 1:00,42,Resolved,Configuration Fix,SharePoint,16,Yes
INC100262,Security Breach,Critical,Database Admin,Remote Site 1,2/26/24 21:00,2/29/24 6:00,57,Resolved,Configuration Fix,SharePoint,16,Yes
INC100263,Application Bug,Low,Security Team,Remote Site 2,5/28/24 11:00,5/29/24 23:00,36,Resolved,Reboot,SharePoint,12,Yes
INC100264,Network Outage,Critical,Security Team,Remote Site 2,9/30/24 10:00,10/1/24 7:00,21,Resolved,Reboot,Teams,48,Yes
INC100265,Server Crash,Critical,IT Support,Data Center B,1/23/24 22:00,1/25/24 5:00,31,Resolved,Configuration Fix,Teams,12,No
INC100266,Security Breach,Critical,Database Admin,Data Center A,7/25/24 12:00,7/26/24 8:00,20,Resolved,Hardware Replacement,Teams,12,Yes
INC100267,Security Breach,High,DevOps,Data Center A,7/14/24 21:00,7/15/24 15:00,18,Resolved,Security Mitigation,Teams,12,Yes
INC100268,Security Breach,Critical,Security Team,Head Office,3/26/24 4:00,3/26/24 19:00,15,Resolved,Reboot,Teams,16,Yes
INC100269,Server Crash,Critical,Database Admin,Remote Site 1,11/7/24 19:00,11/10/24 19:00,72,Closed,Reboot,Teams,12,No
INC100270,Security Breach,High,DevOps,Data Center B,7/27/24 20:00,7/29/24 9:00,37,Resolved,Hardware Replacement,Teams,12,Yes
INC100271,Server Crash,Low,Network Team,Data Center A,6/3/24 7:00,6/4/24 6:00,23,Resolved,Hardware Replacement,Teams,16,Yes
INC100272,Network Outage,High,Security Team,Data Center A,7/6/24 17:00,7/9/24 15:00,70,Closed,Configuration Fix,Teams,48,Yes
INC100273,Security Breach,Medium,Network Team,Head Office,6/22/24 15:00,6/23/24 20:00,29,Resolved,Reboot,SharePoint,16,Yes
INC100274,Server Crash,Medium,Network Team,Remote Site 1,1/9/24 23:00,1/11/24 22:00,47,Resolved,Security Mitigation,Teams,24,Yes
INC100275,Database Failure,High,DevOps,Remote Site 2,2/14/24 7:00,2/14/24 19:00,12,Resolved,Reboot,SharePoint,24,Yes
INC100276,Security Breach,Critical,DevOps,Remote Site 2,5/20/24 5:00,5/22/24 10:00,53,Resolved,Security Mitigation,SharePoint,16,No
INC100277,Network Outage,Medium,Security Team,Data Center A,6/2/24 14:00,6/5/24 2:00,60,Closed,Security Mitigation,SharePoint,12,Yes
INC100278,Security Breach,Medium,Database Admin,Remote Site 2,3/3/24 2:00,3/3/24 19:00,17,Resolved,Hardware Replacement,SharePoint,24,Yes
INC100279,Database Failure,Low,IT Support,Remote Site 2,2/22/24 5:00,2/23/24 20:00,39,Resolved,Patch Applied,SharePoint,24,No
INC100280,Server Crash,High,Network Team,Head Office,11/19/24 9:00,11/22/24 4:00,67,Closed,Configuration Fix,Teams,48,Yes
INC100281,Network Outage,High,Network Team,Remote Site 2,4/3/24 16:00,4/4/24 9:00,17,Resolved,Configuration Fix,Teams,16,Yes
INC100282,Database Failure,Low,Database Admin,Data Center B,7/21/24 0:00,7/21/24 20:00,20,Resolved,Patch Applied,Teams,16,Yes
INC100283,Database Failure,High,Database Admin,Data Center A,10/8/24 16:00,10/8/24 20:00,4,Resolved,Reboot,SharePoint,48,Yes
INC100284,Network Outage,High,Network Team,Remote Site 2,5/22/24 4:00,5/22/24 8:00,4,Resolved,Hardware Replacement,Teams,16,No
INC100285,Database Failure,High,Security Team,Remote Site 1,3/24/24 14:00,3/26/24 18:00,52,Resolved,Configuration Fix,SharePoint,16,No
INC100286,Application Bug,Low,IT Support,Data Center B,5/30/24 1:00,6/1/24 7:00,54,Resolved,Hardware Replacement,SharePoint,16,Yes
INC100287,Application Bug,Medium,Security Team,Remote Site 2,2/19/24 0:00,2/20/24 17:00,41,Resolved,Configuration Fix,SharePoint,48,Yes
INC100288,Security Breach,Critical,Network Team,Head Office,6/24/24 18:00,6/27/24 18:00,72,Closed,Reboot,Teams,24,No
INC100289,Security Breach,Medium,DevOps,Data Center A,4/1/24 7:00,4/3/24 17:00,58,Resolved,Patch Applied,SharePoint,12,Yes
INC100290,Server Crash,Low,IT Support,Head Office,11/18/24 16:00,11/20/24 18:00,50,Resolved,Security Mitigation,SharePoint,24,Yes
INC100291,Application Bug,Medium,Network Team,Head Office,11/14/24 17:00,11/16/24 10:00,41,Resolved,Patch Applied,Teams,48,Yes
INC100292,Server Crash,Critical,Database Admin,Remote Site 1,6/19/24 5:00,6/20/24 21:00,40,Resolved,Hardware Replacement,SharePoint,24,No
INC100293,Network Outage,Low,DevOps,Remote Site 2,6/5/24 1:00,6/6/24 8:00,31,Resolved,Patch Applied,SharePoint,12,Yes
INC100294,Database Failure,High,IT Support,Data Center A,4/6/24 0:00,4/8/24 16:00,64,Closed,Security Mitigation,Teams,48,Yes
INC100295,Application Bug,High,Database Admin,Data Center A,10/16/24 4:00,10/16/24 18:00,14,Resolved,Hardware Replacement,Teams,16,Yes
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
